id,substring,weight,numero
60422,derales,1.0,1
60423,gestac,1.0,1
60424,gestaci,1.0,1
60425,gestació,1.0,1
60426,gestación,1.0,1
60427,maldito,1.0,1
60428,aldito,1.0,1
60429,ldito,1.0,1
60430,prost,1.0,1
60431,prosti,1.0,1
60432,prostit,1.0,1
60433,prostitu,1.0,1
60434,prostituc,1.0,1
60435,prostituci,1.0,1
60436,prostitució,1.0,1
60437,prostitución,1.0,1
60438,rosti,1.0,1
60439,rostit,1.0,1
60440,rostitu,1.0,1
60441,rostituc,1.0,1
60442,rostituci,1.0,1
60443,rostitució,1.0,1
60444,rostitución,1.0,1
60445,ostit,1.0,1
60446,ostitu,1.0,1
60447,ostituc,1.0,1
60448,ostituci,1.0,1
60449,ostitució,1.0,1
60450,ostitución,1.0,1
60451,cust,1.0,1
60452,custo,1.0,1
60453,custod,1.0,1
60454,custodi,1.0,1
60455,custodia,1.0,1
60456,ustod,1.0,1
60457,ustodi,1.0,1
60458,ustodia,1.0,1
60459,stod,1.0,1
60460,stodi,1.0,1
60461,stodia,1.0,1
60462,todi,1.0,1
60463,todia,1.0,1
60464,odia,1.0,1
60465,darw,1.0,1
60466,darwi,1.0,1
60467,darwin,1.0,1
60468,arw,1.0,1
60469,arwi,1.0,1
60470,arwin,1.0,1
60471,rw,1.0,1
60472,rwi,1.0,1
60473,rwin,1.0,1
60474,instrumenta,1.0,1
60475,instrumental,1.0,1
60476,nstrumenta,1.0,1
60477,nstrumental,1.0,1
60478,strumenta,1.0,1
60479,strumental,1.0,1
60480,trumenta,1.0,1
60481,trumental,1.0,1
60482,rumenta,1.0,1
60483,rumental,1.0,1
60484,publicitaria,1.0,1
60485,ublicitaria,1.0,1
60486,blicitaria,1.0,1
60487,licitaria,1.0,1
60488,icitaria,1.0,1
60489,citaria,1.0,1
60490,reconc,1.0,1
60491,reconci,1.0,1
60492,reconcil,1.0,1
60493,reconcili,1.0,1
60494,reconcilia,1.0,1
60495,reconciliac,1.0,1
60496,reconciliaci,1.0,1
60497,reconciliació,1.0,1
60498,reconciliación,1.0,1
60499,econc,1.0,1
60500,econci,1.0,1
60501,econcil,1.0,1
60502,econcili,1.0,1
60503,econcilia,1.0,1
60504,econciliac,1.0,1
60505,econciliaci,1.0,1
60506,econciliació,1.0,1
60507,econciliación,1.0,1
60508,concil,1.0,1
60509,concili,1.0,1
60510,concilia,1.0,1
60511,conciliac,1.0,1
60512,conciliaci,1.0,1
60513,conciliació,1.0,1
60514,conciliación,1.0,1
60515,oncil,1.0,1
60516,oncili,1.0,1
60517,oncilia,1.0,1
60518,onciliac,1.0,1
60519,onciliaci,1.0,1
60520,onciliació,1.0,1
60521,onciliación,1.0,1
60522,ncili,1.0,1
60523,ncilia,1.0,1
60524,nciliac,1.0,1
60525,nciliaci,1.0,1
60526,nciliació,1.0,1
60527,nciliación,1.0,1
60528,ciliac,1.0,1
60529,ciliaci,1.0,1
60530,ciliació,1.0,1
60531,ciliación,1.0,1
60532,iliac,1.0,1
60533,iliaci,1.0,1
60534,iliació,1.0,1
60535,iliación,1.0,1
60536,ceni,1.0,1
60537,ceniz,1.0,1
60538,ceniza,1.0,1
60539,cenizas,1.0,1
60540,eniz,1.0,1
60541,eniza,1.0,1
60542,enizas,1.0,1
60543,nizas,1.0,1
60544,contraband,1.0,1
60545,contrabando,1.0,1
60546,ontraband,1.0,1
60547,ontrabando,1.0,1
60548,ntraband,1.0,1
60549,ntrabando,1.0,1
60550,traband,1.0,1
60551,trabando,1.0,1
60552,raband,1.0,1
60553,rabando,1.0,1
60554,descart,1.0,1
60555,descarta,1.0,1
60556,escart,1.0,1
60557,escarta,1.0,1
60558,scart,1.0,1
60559,scarta,1.0,1
60560,dividido,1.0,1
60561,ividido,1.0,1
60562,vidido,1.0,1
60563,estratégico,1.0,1
60564,stratégico,1.0,1
60565,tratégico,1.0,1
60566,ratégico,1.0,1
60567,atégico,1.0,1
60568,tégico,1.0,1
60569,égico,1.0,1
60570,facilidade,1.0,1
60571,facilidades,1.0,1
60572,acilidade,1.0,1
60573,acilidades,1.0,1
60574,cilidade,1.0,1
60575,cilidades,1.0,1
60576,insuli,1.0,1
60577,insulin,1.0,1
60578,insulina,1.0,1
60579,nsuli,1.0,1
60580,nsulin,1.0,1
60581,nsulina,1.0,1
60582,suli,1.0,1
60583,sulin,1.0,1
60584,sulina,1.0,1
60585,gobernadore,1.0,1
60586,gobernadores,1.0,1
60587,obernadore,1.0,1
60588,obernadores,1.0,1
60589,bernadore,1.0,1
60590,bernadores,1.0,1
60591,ernadore,1.0,1
60592,ernadores,1.0,1
60593,rnadore,1.0,1
60594,rnadores,1.0,1
60595,tecnológicos,1.0,1
60596,ecnológicos,1.0,1
60597,cnológicos,1.0,1
60598,nológicos,1.0,1
60599,bienv,1.0,1
60600,bienve,1.0,1
60601,bienven,1.0,1
60602,bienveni,1.0,1
60603,bienvenid,1.0,1
60604,bienvenida,1.0,1
60605,ienv,1.0,1
60606,ienve,1.0,1
60607,ienven,1.0,1
60608,ienveni,1.0,1
60609,ienvenid,1.0,1
60610,ienvenida,1.0,1
60611,enven,1.0,1
60612,enveni,1.0,1
60613,envenid,1.0,1
60614,envenida,1.0,1
60615,nvenid,1.0,1
60616,nvenida,1.0,1
60617,contiend,1.0,1
60618,contienda,1.0,1
60619,ontiend,1.0,1
60620,ontienda,1.0,1
60621,ntienda,1.0,1
60622,hidr,1.0,1
60623,hidró,1.0,1
60624,hidróg,1.0,1
60625,hidróge,1.0,1
60626,hidrógen,1.0,1
60627,hidrógeno,1.0,1
60628,idró,1.0,1
60629,idróg,1.0,1
60630,idróge,1.0,1
60631,idrógen,1.0,1
60632,idrógeno,1.0,1
60633,dróg,1.0,1
60634,dróge,1.0,1
60635,drógen,1.0,1
60636,drógeno,1.0,1
60637,maldita,1.0,1
60638,aldita,1.0,1
60639,ldita,1.0,1
60640,fore,1.0,1
60641,fores,1.0,1
60642,forest,1.0,1
60643,foresta,1.0,1
60644,forestal,1.0,1
60645,orest,1.0,1
60646,oresta,1.0,1
60647,orestal,1.0,1
60648,restal,1.0,1
60649,llevarí,1.0,1
60650,llevaría,1.0,1
60651,levarí,1.0,1
60652,levaría,1.0,1
60653,evarí,1.0,1
60654,evaría,1.0,1
60655,pasarí,1.0,1
60656,pasaría,1.0,1
60657,asarí,1.0,1
60658,asaría,1.0,1
60659,terminaba,1.0,1
60660,erminaba,1.0,1
60661,rminaba,1.0,1
60662,curac,1.0,1
60663,curaci,1.0,1
60664,curació,1.0,1
60665,curación,1.0,1
60666,denunciad,1.0,1
60667,denunciado,1.0,1
60668,enunciad,1.0,1
60669,enunciado,1.0,1
60670,razonam,1.0,1
60671,razonami,1.0,1
60672,razonamie,1.0,1
60673,razonamien,1.0,1
60674,razonamient,1.0,1
60675,razonamiento,1.0,1
60676,azonam,1.0,1
60677,azonami,1.0,1
60678,azonamie,1.0,1
60679,azonamien,1.0,1
60680,azonamient,1.0,1
60681,azonamiento,1.0,1
60682,zonam,1.0,1
60683,zonami,1.0,1
60684,zonamie,1.0,1
60685,zonamien,1.0,1
60686,zonamient,1.0,1
60687,zonamiento,1.0,1
60688,redact,1.0,1
60689,redacto,1.0,1
60690,redactor,1.0,1
60691,edact,1.0,1
60692,edacto,1.0,1
60693,edactor,1.0,1
60694,dact,1.0,1
60695,dacto,1.0,1
60696,dactor,1.0,1
60697,apoyada,1.0,1
60698,poyada,1.0,1
60699,oyada,1.0,1
60700,yada,1.0,1
60701,convencidos,1.0,1
60702,onvencidos,1.0,1
60703,nvencidos,1.0,1
60704,vencidos,1.0,1
60705,encidos,1.0,1
60706,ncidos,1.0,1
60707,áto,1.0,1
60708,átom,1.0,1
60709,átomo,1.0,1
60710,átomos,1.0,1
60711,tomos,1.0,1
60712,definen,1.0,1
60713,efinen,1.0,1
60714,finen,1.0,1
60715,lumino,1.0,1
60716,luminos,1.0,1
60717,luminoso,1.0,1
60718,umino,1.0,1
60719,uminos,1.0,1
60720,uminoso,1.0,1
60721,minoso,1.0,1
60722,inoso,1.0,1
60723,resultant,1.0,1
60724,resultante,1.0,1
60725,esultant,1.0,1
60726,esultante,1.0,1
60727,sultant,1.0,1
60728,sultante,1.0,1
60729,ultant,1.0,1
60730,ultante,1.0,1
60731,ltant,1.0,1
60732,ltante,1.0,1
60733,espaciale,1.0,1
60734,espaciales,1.0,1
60735,spaciale,1.0,1
60736,spaciales,1.0,1
60737,paciale,1.0,1
60738,paciales,1.0,1
60739,aciale,1.0,1
60740,aciales,1.0,1
60741,pertenecer,1.0,1
60742,ertenecer,1.0,1
60743,rtenecer,1.0,1
60744,tenecer,1.0,1
60745,enecer,1.0,1
60746,reel,1.0,1
60747,reele,1.0,1
60748,reelec,1.0,1
60749,reelecc,1.0,1
60750,reelecci,1.0,1
60751,reelecció,1.0,1
60752,reelección,1.0,1
60753,eel,1.0,1
60754,eele,1.0,1
60755,eelec,1.0,1
60756,eelecc,1.0,1
60757,eelecci,1.0,1
60758,eelecció,1.0,1
60759,eelección,1.0,1
60760,temí,1.0,1
60761,temía,1.0,1
60762,emí,1.0,1
60763,emía,1.0,1
60764,almacé,1.0,1
60765,almacén,1.0,1
60766,lmacé,1.0,1
60767,lmacén,1.0,1
60768,macé,1.0,1
60769,macén,1.0,1
60770,acé,1.0,1
60771,acén,1.0,1
60772,cén,1.0,1
60773,argel,1.0,1
60774,argeli,1.0,1
60775,argelia,1.0,1
60776,rgel,1.0,1
60777,rgeli,1.0,1
60778,rgelia,1.0,1
60779,gelia,1.0,1
60780,compartido,1.0,1
60781,ompartido,1.0,1
60782,mpartido,1.0,1
60783,expus,1.0,1
60784,expuso,1.0,1
60785,xpus,1.0,1
60786,xpuso,1.0,1
60787,fotógrafos,1.0,1
60788,otógrafos,1.0,1
60789,tógrafos,1.0,1
60790,ógrafos,1.0,1
60791,grafos,1.0,1
60792,gozar,1.0,1
60793,humb,1.0,1
60794,humbe,1.0,1
60795,humber,1.0,1
60796,humbert,1.0,1
60797,humberto,1.0,1
60798,umbe,1.0,1
60799,umber,1.0,1
60800,umbert,1.0,1
60801,umberto,1.0,1
60802,mbert,1.0,1
60803,mberto,1.0,1
60804,injusto,1.0,1
60805,njusto,1.0,1
60806,negac,1.0,1
60807,negaci,1.0,1
60808,negació,1.0,1
60809,negación,1.0,1
60810,alterar,1.0,1
60811,lterar,1.0,1
60812,diferencial,1.0,1
60813,iferencial,1.0,1
60814,ferencial,1.0,1
60815,erencial,1.0,1
60816,rencial,1.0,1
60817,metab,1.0,1
60818,metabo,1.0,1
60819,metabol,1.0,1
60820,metaboli,1.0,1
60821,metabolis,1.0,1
60822,metabolism,1.0,1
60823,metabolismo,1.0,1
60824,etab,1.0,1
60825,etabo,1.0,1
60826,etabol,1.0,1
60827,etaboli,1.0,1
60828,etabolis,1.0,1
60829,etabolism,1.0,1
60830,etabolismo,1.0,1
60831,tabo,1.0,1
60832,tabol,1.0,1
60833,taboli,1.0,1
60834,tabolis,1.0,1
60835,tabolism,1.0,1
60836,tabolismo,1.0,1
60837,abol,1.0,1
60838,aboli,1.0,1
60839,abolis,1.0,1
60840,abolism,1.0,1
60841,abolismo,1.0,1
60842,bolism,1.0,1
60843,bolismo,1.0,1
60844,ocurren,1.0,1
60845,primario,1.0,1
60846,rimario,1.0,1
60847,imario,1.0,1
60848,consejerí,1.0,1
60849,consejería,1.0,1
60850,onsejerí,1.0,1
60851,onsejería,1.0,1
60852,nsejerí,1.0,1
60853,nsejería,1.0,1
60854,sejerí,1.0,1
60855,sejería,1.0,1
60856,ejerí,1.0,1
60857,ejería,1.0,1
60858,jerí,1.0,1
60859,jería,1.0,1
60860,gorb,1.0,1
60861,gorba,1.0,1
60862,gorbac,1.0,1
60863,gorbach,1.0,1
60864,gorbacho,1.0,1
60865,gorbachov,1.0,1
60866,orbac,1.0,1
60867,orbach,1.0,1
60868,orbacho,1.0,1
60869,orbachov,1.0,1
60870,rbac,1.0,1
60871,rbach,1.0,1
60872,rbacho,1.0,1
60873,rbachov,1.0,1
60874,bacho,1.0,1
60875,bachov,1.0,1
60876,achov,1.0,1
60877,chov,1.0,1
60878,hov,1.0,1
60879,ken,1.0,1
60880,kenn,1.0,1
60881,kenne,1.0,1
60882,kenned,1.0,1
60883,kennedy,1.0,1
60884,enn,1.0,1
60885,enne,1.0,1
60886,enned,1.0,1
60887,ennedy,1.0,1
60888,nne,1.0,1
60889,nned,1.0,1
60890,nnedy,1.0,1
60891,nedy,1.0,1
60892,edy,1.0,1
60893,dy,1.0,1
60894,carna,1.0,1
60895,carnav,1.0,1
60896,carnava,1.0,1
60897,carnaval,1.0,1
60898,arna,1.0,1
60899,arnav,1.0,1
60900,arnava,1.0,1
60901,arnaval,1.0,1
60902,rnav,1.0,1
60903,rnava,1.0,1
60904,rnaval,1.0,1
60905,consiguen,1.0,1
60906,onsiguen,1.0,1
60907,nsiguen,1.0,1
60908,fríos,1.0,1
60909,dotac,1.0,1
60910,dotaci,1.0,1
60911,dotació,1.0,1
60912,dotación,1.0,1
60913,históricam,1.0,1
60914,históricame,1.0,1
60915,históricamen,1.0,1
60916,históricament,1.0,1
60917,históricamente,1.0,1
60918,istóricam,1.0,1
60919,istóricame,1.0,1
60920,istóricamen,1.0,1
60921,istóricament,1.0,1
60922,istóricamente,1.0,1
60923,stóricam,1.0,1
60924,stóricame,1.0,1
60925,stóricamen,1.0,1
60926,stóricament,1.0,1
60927,stóricamente,1.0,1
60928,tóricam,1.0,1
60929,tóricame,1.0,1
60930,tóricamen,1.0,1
60931,tóricament,1.0,1
60932,tóricamente,1.0,1
60933,óricam,1.0,1
60934,óricame,1.0,1
60935,óricamen,1.0,1
60936,óricament,1.0,1
60937,óricamente,1.0,1
60938,ricam,1.0,1
60939,ricame,1.0,1
60940,ricamen,1.0,1
60941,ricament,1.0,1
60942,ricamente,1.0,1
60943,remat,1.0,1
60944,remate,1.0,1
60945,emate,1.0,1
60946,termine,1.0,1
60947,ermine,1.0,1
60948,rmine,1.0,1
60949,cát,1.0,1
60950,cáte,1.0,1
60951,cáted,1.0,1
60952,cátedr,1.0,1
60953,cátedra,1.0,1
60954,áte,1.0,1
60955,áted,1.0,1
60956,átedr,1.0,1
60957,átedra,1.0,1
60958,atractiva,1.0,1
60959,tractiva,1.0,1
60960,ractiva,1.0,1
60961,paquetes,1.0,1
60962,aquetes,1.0,1
60963,quetes,1.0,1
60964,quintan,1.0,1
60965,quintana,1.0,1
60966,uintan,1.0,1
60967,uintana,1.0,1
60968,intan,1.0,1
60969,intana,1.0,1
60970,demasiadas,1.0,1
60971,emasiadas,1.0,1
60972,masiadas,1.0,1
60973,asiadas,1.0,1
60974,siadas,1.0,1
60975,procesi,1.0,1
60976,procesió,1.0,1
60977,procesión,1.0,1
60978,rocesi,1.0,1
60979,rocesió,1.0,1
60980,rocesión,1.0,1
60981,ocesi,1.0,1
60982,ocesió,1.0,1
60983,ocesión,1.0,1
60984,resuelv,1.0,1
60985,resuelve,1.0,1
60986,esuelv,1.0,1
60987,esuelve,1.0,1
60988,suelv,1.0,1
60989,suelve,1.0,1
60990,admirab,1.0,1
60991,admirabl,1.0,1
60992,admirable,1.0,1
60993,dmirab,1.0,1
60994,dmirabl,1.0,1
60995,dmirable,1.0,1
60996,mirabl,1.0,1
60997,mirable,1.0,1
60998,irabl,1.0,1
60999,irable,1.0,1
61000,chav,1.0,1
61001,chave,1.0,1
61002,chaves,1.0,1
61003,hav,1.0,1
61004,have,1.0,1
61005,haves,1.0,1
61006,repl,1.0,1
61007,repli,1.0,1
61008,replic,1.0,1
61009,replicó,1.0,1
61010,epl,1.0,1
61011,epli,1.0,1
61012,eplic,1.0,1
61013,eplicó,1.0,1
61014,espont,1.0,1
61015,espontá,1.0,1
61016,espontán,1.0,1
61017,espontáne,1.0,1
61018,espontánea,1.0,1
61019,spont,1.0,1
61020,spontá,1.0,1
61021,spontán,1.0,1
61022,spontáne,1.0,1
61023,spontánea,1.0,1
61024,pont,1.0,1
61025,pontá,1.0,1
61026,pontán,1.0,1
61027,pontáne,1.0,1
61028,pontánea,1.0,1
61029,ontá,1.0,1
61030,ontán,1.0,1
61031,ontáne,1.0,1
61032,ontánea,1.0,1
61033,ntán,1.0,1
61034,ntáne,1.0,1
61035,ntánea,1.0,1
61036,editore,1.0,1
61037,editores,1.0,1
61038,ditore,1.0,1
61039,ditores,1.0,1
61040,tristes,1.0,1
61041,ristes,1.0,1
61042,istes,1.0,1
61043,cercanías,1.0,1
61044,ercanías,1.0,1
61045,rcanías,1.0,1
61046,canías,1.0,1
61047,anías,1.0,1
61048,nías,1.0,1
61049,gib,1.0,1
61050,gibr,1.0,1
61051,gibra,1.0,1
61052,gibral,1.0,1
61053,gibralt,1.0,1
61054,gibralta,1.0,1
61055,gibraltar,1.0,1
61056,ibral,1.0,1
61057,ibralt,1.0,1
61058,ibralta,1.0,1
61059,ibraltar,1.0,1
61060,bralt,1.0,1
61061,bralta,1.0,1
61062,braltar,1.0,1
61063,ralt,1.0,1
61064,ralta,1.0,1
61065,raltar,1.0,1
61066,inversa,1.0,1
61067,kon,1.0,1
61068,kong,1.0,1
61069,satélites,1.0,1
61070,atélites,1.0,1
61071,télites,1.0,1
61072,élites,1.0,1
61073,lites,1.0,1
61074,cazad,1.0,1
61075,cazado,1.0,1
61076,cazador,1.0,1
61077,azador,1.0,1
61078,competent,1.0,1
61079,competente,1.0,1
61080,ompetent,1.0,1
61081,ompetente,1.0,1
61082,mpetent,1.0,1
61083,mpetente,1.0,1
61084,petent,1.0,1
61085,petente,1.0,1
61086,etente,1.0,1
61087,impiden,1.0,1
61088,mpiden,1.0,1
61089,divide,1.0,1
61090,ivide,1.0,1
61091,llamars,1.0,1
61092,llamarse,1.0,1
61093,lamars,1.0,1
61094,lamarse,1.0,1
61095,amars,1.0,1
61096,amarse,1.0,1
61097,mercant,1.0,1
61098,mercanti,1.0,1
61099,mercantil,1.0,1
61100,ercant,1.0,1
61101,ercanti,1.0,1
61102,ercantil,1.0,1
61103,rcant,1.0,1
61104,rcanti,1.0,1
61105,rcantil,1.0,1
61106,cantil,1.0,1
61107,resolucio,1.0,1
61108,resolucion,1.0,1
61109,resolucione,1.0,1
61110,resoluciones,1.0,1
61111,esolucio,1.0,1
61112,esolucion,1.0,1
61113,esolucione,1.0,1
61114,esoluciones,1.0,1
61115,exigí,1.0,1
61116,exigía,1.0,1
61117,xigí,1.0,1
61118,xigía,1.0,1
61119,macha,1.0,1
61120,machad,1.0,1
61121,machado,1.0,1
61122,achado,1.0,1
61123,recetas,1.0,1
61124,ecetas,1.0,1
61125,cetas,1.0,1
61126,suaves,1.0,1
61127,uaves,1.0,1
61128,ascendent,1.0,1
61129,ascendente,1.0,1
61130,scendent,1.0,1
61131,scendente,1.0,1
61132,cendent,1.0,1
61133,cendente,1.0,1
61134,primitiva,1.0,1
61135,rimitiva,1.0,1
61136,imitiva,1.0,1
61137,mitiva,1.0,1
61138,reservados,1.0,1
61139,eservados,1.0,1
61140,servados,1.0,1
61141,ervados,1.0,1
61142,rvados,1.0,1
61143,teló,1.0,1
61144,telón,1.0,1
61145,elón,1.0,1
61146,toreo,1.0,1
61147,oreo,1.0,1
61148,perders,1.0,1
61149,perderse,1.0,1
61150,erders,1.0,1
61151,erderse,1.0,1
61152,rders,1.0,1
61153,rderse,1.0,1
61154,vean,1.0,1
61155,fet,1.0,1
61156,feto,1.0,1
61157,acuden,1.0,1
61158,cuden,1.0,1
61159,caracterizad,1.0,1
61160,caracterizado,1.0,1
61161,aracterizad,1.0,1
61162,aracterizado,1.0,1
61163,racterizad,1.0,1
61164,racterizado,1.0,1
61165,acterizad,1.0,1
61166,acterizado,1.0,1
61167,cterizad,1.0,1
61168,cterizado,1.0,1
61169,terizad,1.0,1
61170,terizado,1.0,1
61171,erizad,1.0,1
61172,erizado,1.0,1
61173,terminaro,1.0,1
61174,terminaron,1.0,1
61175,erminaro,1.0,1
61176,erminaron,1.0,1
61177,rminaro,1.0,1
61178,rminaron,1.0,1
61179,minaro,1.0,1
61180,minaron,1.0,1
61181,inaro,1.0,1
61182,inaron,1.0,1
61183,invo,1.0,1
61184,invol,1.0,1
61185,involu,1.0,1
61186,involuc,1.0,1
61187,involucr,1.0,1
61188,involucra,1.0,1
61189,involucrad,1.0,1
61190,involucrado,1.0,1
61191,involucrados,1.0,1
61192,nvol,1.0,1
61193,nvolu,1.0,1
61194,nvoluc,1.0,1
61195,nvolucr,1.0,1
61196,nvolucra,1.0,1
61197,nvolucrad,1.0,1
61198,nvolucrado,1.0,1
61199,nvolucrados,1.0,1
61200,volucr,1.0,1
61201,volucra,1.0,1
61202,volucrad,1.0,1
61203,volucrado,1.0,1
61204,volucrados,1.0,1
61205,olucr,1.0,1
61206,olucra,1.0,1
61207,olucrad,1.0,1
61208,olucrado,1.0,1
61209,olucrados,1.0,1
61210,lucr,1.0,1
61211,lucra,1.0,1
61212,lucrad,1.0,1
61213,lucrado,1.0,1
61214,lucrados,1.0,1
61215,ucr,1.0,1
61216,ucra,1.0,1
61217,ucrad,1.0,1
61218,ucrado,1.0,1
61219,ucrados,1.0,1
61220,crad,1.0,1
61221,crado,1.0,1
61222,crados,1.0,1
61223,mapas,1.0,1
61224,pasajes,1.0,1
61225,asajes,1.0,1
61226,formular,1.0,1
61227,ormular,1.0,1
61228,rmular,1.0,1
61229,lograb,1.0,1
61230,lograba,1.0,1
61231,ograb,1.0,1
61232,ograba,1.0,1
61233,provecho,1.0,1
61234,rovecho,1.0,1
61235,ovecho,1.0,1
61236,vecho,1.0,1
61237,recibida,1.0,1
61238,ecibida,1.0,1
61239,cibida,1.0,1
61240,ibida,1.0,1
61241,centav,1.0,1
61242,centavo,1.0,1
61243,centavos,1.0,1
61244,entav,1.0,1
61245,entavo,1.0,1
61246,entavos,1.0,1
61247,ntav,1.0,1
61248,ntavo,1.0,1
61249,ntavos,1.0,1
61250,tavos,1.0,1
61251,dinama,1.0,1
61252,dinamar,1.0,1
61253,dinamarc,1.0,1
61254,dinamarca,1.0,1
61255,inama,1.0,1
61256,inamar,1.0,1
61257,inamarc,1.0,1
61258,inamarca,1.0,1
61259,nama,1.0,1
61260,namar,1.0,1
61261,namarc,1.0,1
61262,namarca,1.0,1
61263,amarc,1.0,1
61264,amarca,1.0,1
61265,enterar,1.0,1
61266,enterars,1.0,1
61267,enterarse,1.0,1
61268,nterar,1.0,1
61269,nterars,1.0,1
61270,nterarse,1.0,1
61271,terars,1.0,1
61272,terarse,1.0,1
61273,expuestos,1.0,1
61274,xpuestos,1.0,1
61275,grem,1.0,1
61276,gremi,1.0,1
61277,gremio,1.0,1
61278,poético,1.0,1
61279,oético,1.0,1
61280,brasileña,1.0,1
61281,rasileña,1.0,1
61282,asileña,1.0,1
61283,sileña,1.0,1
61284,defensas,1.0,1
61285,efensas,1.0,1
61286,fensas,1.0,1
61287,potenciale,1.0,1
61288,potenciales,1.0,1
61289,otenciale,1.0,1
61290,otenciales,1.0,1
61291,tenciale,1.0,1
61292,tenciales,1.0,1
61293,tok,1.0,1
61294,toki,1.0,1
61295,tokio,1.0,1
61296,ok,1.0,1
61297,oki,1.0,1
61298,okio,1.0,1
61299,kio,1.0,1
61300,tributa,1.0,1
61301,tributar,1.0,1
61302,tributari,1.0,1
61303,tributaria,1.0,1
61304,ributa,1.0,1
61305,ributar,1.0,1
61306,ributari,1.0,1
61307,ributaria,1.0,1
61308,ibuta,1.0,1
61309,ibutar,1.0,1
61310,ibutari,1.0,1
61311,ibutaria,1.0,1
61312,buta,1.0,1
61313,butar,1.0,1
61314,butari,1.0,1
61315,butaria,1.0,1
61316,utari,1.0,1
61317,utaria,1.0,1
61318,bolso,1.0,1
61319,olso,1.0,1
61320,espin,1.0,1
61321,espino,1.0,1
61322,espinos,1.0,1
61323,espinosa,1.0,1
61324,spin,1.0,1
61325,spino,1.0,1
61326,spinos,1.0,1
61327,spinosa,1.0,1
61328,pinosa,1.0,1
61329,inosa,1.0,1
61330,nosa,1.0,1
61331,geom,1.0,1
61332,geome,1.0,1
61333,geomet,1.0,1
61334,geometr,1.0,1
61335,geometrí,1.0,1
61336,geometría,1.0,1
61337,eom,1.0,1
61338,eome,1.0,1
61339,eomet,1.0,1
61340,eometr,1.0,1
61341,eometrí,1.0,1
61342,eometría,1.0,1
61343,ometr,1.0,1
61344,ometrí,1.0,1
61345,ometría,1.0,1
61346,metrí,1.0,1
61347,metría,1.0,1
61348,etrí,1.0,1
61349,etría,1.0,1
61350,tría,1.0,1
61351,ibá,1.0,1
61352,ibáñ,1.0,1
61353,ibáñe,1.0,1
61354,ibáñez,1.0,1
61355,báñ,1.0,1
61356,báñe,1.0,1
61357,báñez,1.0,1
61358,áñ,1.0,1
61359,áñe,1.0,1
61360,áñez,1.0,1
61361,inesperado,1.0,1
61362,nesperado,1.0,1
61363,patroc,1.0,1
61364,patroci,1.0,1
61365,patrocin,1.0,1
61366,patrocini,1.0,1
61367,patrocinio,1.0,1
61368,atroc,1.0,1
61369,atroci,1.0,1
61370,atrocin,1.0,1
61371,atrocini,1.0,1
61372,atrocinio,1.0,1
61373,troci,1.0,1
61374,trocin,1.0,1
61375,trocini,1.0,1
61376,trocinio,1.0,1
61377,roci,1.0,1
61378,rocin,1.0,1
61379,rocini,1.0,1
61380,rocinio,1.0,1
61381,ocini,1.0,1
61382,ocinio,1.0,1
61383,cini,1.0,1
61384,cinio,1.0,1
61385,adelantad,1.0,1
61386,adelantado,1.0,1
61387,delantad,1.0,1
61388,delantado,1.0,1
61389,elantad,1.0,1
61390,elantado,1.0,1
61391,lantad,1.0,1
61392,lantado,1.0,1
61393,ecológica,1.0,1
61394,maravillosa,1.0,1
61395,aravillosa,1.0,1
61396,ravillosa,1.0,1
61397,avillosa,1.0,1
61398,villosa,1.0,1
61399,illosa,1.0,1
61400,llosa,1.0,1
61401,losa,1.0,1
61402,prefir,1.0,1
61403,prefiri,1.0,1
61404,prefirió,1.0,1
61405,preguntars,1.0,1
61406,preguntarse,1.0,1
61407,reguntars,1.0,1
61408,reguntarse,1.0,1
61409,eguntars,1.0,1
61410,eguntarse,1.0,1
61411,guntars,1.0,1
61412,guntarse,1.0,1
61413,untars,1.0,1
61414,untarse,1.0,1
61415,proli,1.0,1
61416,prolif,1.0,1
61417,prolife,1.0,1
61418,prolifer,1.0,1
61419,prolifera,1.0,1
61420,proliferac,1.0,1
61421,proliferaci,1.0,1
61422,proliferació,1.0,1
61423,proliferación,1.0,1
61424,rolif,1.0,1
61425,rolife,1.0,1
61426,rolifer,1.0,1
61427,rolifera,1.0,1
61428,roliferac,1.0,1
61429,roliferaci,1.0,1
61430,roliferació,1.0,1
61431,roliferación,1.0,1
61432,olif,1.0,1
61433,olife,1.0,1
61434,olifer,1.0,1
61435,olifera,1.0,1
61436,oliferac,1.0,1
61437,oliferaci,1.0,1
61438,oliferació,1.0,1
61439,oliferación,1.0,1
61440,life,1.0,1
61441,lifer,1.0,1
61442,lifera,1.0,1
61443,liferac,1.0,1
61444,liferaci,1.0,1
61445,liferació,1.0,1
61446,liferación,1.0,1
61447,ifera,1.0,1
61448,iferac,1.0,1
61449,iferaci,1.0,1
61450,iferació,1.0,1
61451,iferación,1.0,1
61452,ferac,1.0,1
61453,feraci,1.0,1
61454,feració,1.0,1
61455,feración,1.0,1
61456,adaptar,1.0,1
61457,adaptars,1.0,1
61458,adaptarse,1.0,1
61459,daptar,1.0,1
61460,daptars,1.0,1
61461,daptarse,1.0,1
61462,aptars,1.0,1
61463,aptarse,1.0,1
61464,ptars,1.0,1
61465,ptarse,1.0,1
61466,barrion,1.0,1
61467,barrionu,1.0,1
61468,barrionue,1.0,1
61469,barrionuev,1.0,1
